railroad,symbol,yard,kind,block,next_train,members,resolved,yard_ids,unresolved
UP,FWHN-##,Wichita,created at,Herington,,"Herington, El Paso, Tucson, Council Bluffs, Boone, Mason City, Marshalltown, Valley Park, South St Paul service areas",id:3170 id:1779 id:1799 id:2099 id:1477 id:1107 id:1115 id:1767 id:1768 id:2583 id:2584 id:3064 id:2839 id:2840 id:2124 id:2125 id:3067 id:1287 id:2356,2824|2825|2826|2829,South St Paul service areas
UP,FWHN-##,Wichita,created at,WT Topeka,MTPNS/MTPKC,"Kansas City, North Little Rock, Livonia service areas, CPKC OK/IA, All NS Regions except C3",id:1059 id:1169 id:1200 id:1214 id:1218 id:1227 id:1229 id:1301 id:1620 id:1817 id:1889 id:2011 id:1920 id:2621 id:3424 rr:CPKC:OK/IA,2824|2825|2826|2829,Livonia service areas; All NS Regions except C3
UP,FWHN-##,Wichita,created at,North Platte,MHNTP,"North Platte service area, Laurel BNSF service area",id:1683 id:1894,2824|2825|2826|2829,
UP,FWHN-##,Wichita,created at,ALS,ITUG4,"All CSX, St Louis/Chicago, CN Canada East of Thunder Bay, CN IL/MS/TN/AL/Eastern US, CPKC Region 1",all:CSX id:1004 id:1277 id:1562 id:1736 id:2045 id:2174 id:2391 id:3617 id:1055 id:1066 id:1072 id:1088 id:1092 id:1094 id:1098 id:1161 id:1222 id:1278 id:1279 id:1305 region:CN:East_of_Thunder_Bay region:CPKC:1,2824|2825|2826|2829,CN IL/MS/TN/AL/Eastern US
UP,DAFW-##,Miller,leaving,Fort Worth,,All outbound traffic not covered by other trains/blocks,,1846|2391,
UP,DAFW-##,Miller,leaving,Englewood,MFWEW,"Houston Sinco, Houston Englewood, Houston Eureka, Houston Melendy, Houston Fairbanks, Houston Galena, Houston Deer Park, Spring, Westfield, Hearne, Port Aurthur, Westlake/Mossville LA, BNSF Houston",id:2322 id:1372 id:3784 id:1460 id:1372 id:1372 id:1878 id:3729 id:3351 id:2531 id:1375 id:2033 id:1241 id:1617 id:2217 id:1563 id:1987 id:2358 rr:BNSF@1372 rr:BNSF@1374 rr:BNSF@1378 rr:BNSF@1383 rr:BNSF@1460 rr:BNSF@1812,1846|2391,
UP,DAFW-##,Miller,leaving,North Little Rock,,Overflow MDARE North Little Rock,ref:MDARE:North_Little_Rock,1846|2391,
UP,DAFW-##,Miller,leaving,Livonia,,Overflow MDARE Livonia,ref:MDARE:Livonia,1846|2391,
UP,ENEN-##,Ennis,leaving,DIT,,Dallas Intermodal Terminal IM/manifest traffic,class:im,2037,Dallas Intermodal Terminal IM/manifest traffic
UP,ENEN-##,Ennis,leaving,North Little Rock,MDARE,MDARE North Little Rock block,ref:MDARE:North_Little_Rock,2037,
UP,ENEN-##,Ennis,leaving,Livonia,MDARE,MDARE Livonia block,ref:MDARE:Livonia,2037,
UP,ENEN-##,Ennis,leaving,Englewood,MDAFW,MDAFW Englewood block,ref:MDAFW:Englewood,2037,
UP,ENEN-##,Ennis,leaving,Dallas,,All other traffic not covered by other trains/blocks,catchall,2037,
UP,DARE-##,Longview,added at,Little Rock,,"AR, LA, IA, KS, MO, SD, ND, MN, WI, IL, IN, CSX Regions A/C/E, BNSF TN/MS/AL, All CN except LA, All NS except Region B3",st:AR st:LA st:IA st:KS st:MO st:SD st:ND st:MN st:WI st:IL st:IN region:CSX:A region:CSX:C region:CSX:E rr:BNSF:TN/MS/AL all:CN not:CN:LA all:NS not:region:NS:B3,1044|2208|2733|2734|2735|3154,
UP,DARE-##,Longview,added at,Englewood,,MNLEW Englewood,ref:MNLEW:Englewood,1044|2208|2733|2734|2735|3154,
UP,NPRV-##,North Platte,leaving,Roseville,,"CA, West Sacramento SERA",st:CA id:3114,1683,
UP,NPRV-##,North Platte,leaving,Stockton,,"Stockton UP, STE, MET, SERA, Modesto UP, Lathrop, Tracy, CCT, BNSF Mariposa/Rivebank/Modesto BNSF/Stockton BNSF/Pittsburg BNSF",id:1354 rr:STE rr:MET rr:SERA id:3462 id:1857 id:1783 rr:CCT,1683,BNSF Mariposa/Rivebank/Modesto BNSF/Stockton BNSF/Pittsburg BNSF
UP,NPRV-##,North Platte,leaving,Fresno,,"Fresno, SJVR, Bakersfield, Goshen, Tulare",id:1021 id:1201 id:2321 rr:SJVR id:1013 id:1015 id:1133 id:1984 id:1651 id:1168,1683,
UP,NPRV-##,North Platte,leaving,Oakland,,"Oakland UP, RPRC, Warm Springs, Permanente, Newark San Jose, Watsonville, Watsonville Jct, Hollister, Salinas, Redwood City, North San Jose, Milpitas manifest",id:1566 rr:RPRC id:1789 id:2534 id:2608 id:1790 id:2600 id:2601 id:2535 id:3163 id:1213,1683,Newark San Jose
UP,NPRV-##,North Platte,leaving,Sparks,,"Sparks, Fernley, North Reno, [overflow North Platte from Elko]",id:1141 id:2338 id:1131 id:2337 id:2213,1683,[overflow North Platte from Elko]
UP,NPRV-##,North Platte,leaving,Elko,,"Elko, Battle Mountain, Osino, Winnemucca, Colado, Empire",id:3791 id:3792 id:3794 id:3795 id:3793 id:3796 id:3797 id:3798,1683,
UP,NPRV-##,Sparks/Elko,created at,NV Roseville,,"CA, OR, WA, MT, CPKC Regions 4/5/6, CN BC/AB/SK, BNSF WA/ID/MT West of Billings",st:CA st:OR st:WA st:MT region:CPKC:4 region:CPKC:5 region:CPKC:6 rr:CN:BC/AB/SK rr:BNSF:WA/ID/MT,1141|2338|3791|3792,
UP,NPRV-##,Sparks/Elko,created at,NV ROSV,,Overflow MGRRV Roseville,ref:MGRRV:Roseville,1141|2338|3791|3792,
UP,NPPC-##,North Platte,leaving,Pocatello,,Pocatello service area,id:1843,1683,
UP,NPPC-##,North Platte,leaving,Minidoka,,"Rupert, Buhl, Burley, Delco, Martin, Wendell",id:3467 id:3472 id:3469 id:3470 id:3471 id:3468,1683,
UP,NPPC-##,North Platte,leaving,Hinkle,,Overflow MNPPD,catchall,1683,
UP,FWLI-##,Davidson,leaving,Livonia,,"UP Southeast LA, New Orleans, CPKC Reserve/Baton Rouge/Baton Rouge D Line/Shrewsbury, CN LA, CSX Regions B/D, NS Region B3, overflow Westlake/Mossville",rr:UP:LA id:1422 id:1423 id:1424 id:1425 id:1426 id:1858 id:2181 id:2727 id:2937 id:2938 id:1902 id:1890 id:1931 id:2301 id:2302 id:2301 id:1424 rr:CN:LA region:CSX:B region:CSX:D region:NS:B3 catchall,2973,
UP,PRNL-##,Proviso,leaving,Yard Center,,"Yard Center, Chicago Heights UP, Canal Street, IHB, MYCAS Villa Grove, Rochelle Global 3, Rochelle BNSF, overflow BRC interchange, overflow MPRNP Marshalltown, overflow MPRAS ALS",id:1161 id:2038 id:1094 rr:IHB ref:MYCAS:Villa_Grove id:1760 id:2112 catchall ref:MPRNP:Marshalltown ref:MPRAS:ALS,1595,
UP,PRNL-##,Proviso,leaving,North Little Rock,,"AR, OK, TX, CN TN/MS/AL/LA, BNSF TN/MS/AL",st:AR st:OK st:TX rr:CN:TN/MS/AL/LA rr:BNSF:TN/MS/AL,1595,
UP,PRNL-##,Yard Center,created at,Salem,,"Salem, EVWR, Mt Vernon UP, Mt Vernon NS, COER",id:1892 rr:EVWR id:3002 id:3003 rr:COER,,
UP,PRNL-##,Pine Bluff,created at,PB NLR,,Overflow MSFNL NLR,ref:MSFNL:NLR,1081|3340,
UP,PRNL-##,Pine Bluff,created at,Settegast,,Overflow MSFNL Settegast,ref:MSFNL:Settegast,1081|3340,
UP,PRNL-##,Pine Bluff,created at,Lufkin,,Overflow MSFNL Lufkin,ref:MSFNL:Lufkin,1081|3340,
UP,TTNL-##,Salem,leaving,CN NLR,,AR/LA/TX,st:AR st:LA st:TX,1892,
UP,TTNL-##,Salem,leaving,Englewood,,Englewood service area,id:1372 id:3784,1892,
UP,SRHO-##,Strang,leaving,Settegast,,"Hyper-local traffic for Houston Basin/Glass and PTRA connections, OR, WA, ID, CO, North Platte, Sidney UP, Mexico Laredo CPKC, Kendleton, Laredo CPKC, MN, ND, WI,  CPKC Regions 2/3/4/5/6, DMVW, CN Thunder Bay ON Westward, CN WI/MN, overflow MSREW",st:OR st:WA st:ID st:CO id:1683 id:1199 id:2484 id:2557 id:2050 st:MN st:ND st:WI region:CPKC:2 region:CPKC:3 region:CPKC:4 region:CPKC:5 region:CPKC:6 rr:DMVW region:CN:Thunder_Bay_Westward rr:CN:WI/MN catchall,1982|3778|3779,Hyper-local traffic for Houston Basin/Glass and PTRA connections
UP,SRHO-##,Strang,leaving,Livonia,,"LA, Waskom TX, Tenaha UP TX, Texarkana UP/CPKC, CPKC MS/AL, CN LA, CSX Regions B/D, NS Regions B1/B3/D1",st:LA id:2399 id:2394 id:1251 id:1729 rr:CPKC:MS/AL rr:CN:LA region:CSX:B region:CSX:D region:NS:B1 region:NS:B3 region:NS:D1,1982|3778|3779,
UP,SRHO-##,Strang,leaving,ALS,MHOAS,MHOAS ALS block,ref:MHOAS:ALS,1982|3778|3779,
UP,SRHO-##,Strang,leaving,North Little Rock,MHONL,MHONL North Little Rock block,ref:MHONL:North_Little_Rock,1982|3778|3779,
UP,SREW-##,Strang Yard,leaving,Ft Worth,,Overflow MSRSP Ft Worth,ref:MSRSP:Ft_Worth,1982|3778|3779,
UP,SREW-##,Strang Yard,leaving,Englewood,,"CA, NV, UT, Mexico Eagle Pass UP, Eagle Pass, Spofford, Mexico Laredo UP, Port Laredo, Gardendale, San Antonio, Gonzales, Houston Eureka/Fairbanks/Melendy",st:CA st:NV st:UT id:2447 id:1608 id:2730 id:2482 id:1285 id:2481 id:2239 id:2242 id:3118 id:3119 id:3432 id:1160,1982|3778|3779,Houston Eureka/Fairbanks/Melendy
UP,TUWC-##,Tuscon,leaving,West Colton,,"West Colton, Roseville, Ogden, Green River, Denver, Albina, Seattle, I-5 Corridor, CPCK Eastport service areas",id:1255 id:1484 id:1842 id:2168 id:1393 id:1718 id:1769 id:1770 id:1800 id:1976 id:1977 id:1978 id:1979 id:1980 id:1981 id:2407 id:1302 id:1481 id:1538 id:1803 id:2008,,I-5 Corridor; CPCK Eastport service areas
UP,HNPX-##,Herington,leaving,Dalhart,,"Amarillo, BNSF NM, Dalhart, Hooker, Santa Rosa",id:1394 id:1443 id:1716 id:2632 id:2633 id:3126 id:3127 id:3128 id:3129 rr:BNSF:NM id:3715 id:3716 id:3718 id:3717,3170,
UP,HNPX-##,Herington,leaving,Alfalfa,,"El Paso, Mexico El Paso, Santa Teresa, Mira Loma autos [LA, AR, TX from Dalhart]",id:1779 id:1799 id:2099 id:2486 id:2487 id:1403 class:auto st:AR,3170,Mira Loma autos [LA; TX from Dalhart]
UP,HNPX-##,Herington,leaving,Tuscon,,"Tuscon, Southern CA, [Las Vegas area, alternate route Northern CA from Dalhart]",id:1477,3170,Southern CA; [Las Vegas; alternate route Northern CA from Dalhart]
UP,HNPX-##,Herington,leaving,Mexico Nogalez,,,,3170,Mexico Nogalez
UP,HNPX-##,Herington,leaving,Phoenix,,,id:1345 id:1536 id:1537 id:1565 id:2707,3170,
UP,HNPX-##,Herington,leaving,Santa Rosa,,Loaded autoracks for Santa Rosa,id:3717 class:auto,3170,
UP,HNPX-##,Santa Rosa,created at,Alfalfa Autos,,"All outbound empty autoracks, mostly billed to Mexico El Paso UP, Mexico Nogales, and San Antonio TMMTX UP",class:auto id:2489,3717,mostly billed to Mexico El Paso UP; and San Antonio TMMTX UP
UP,BZCN-##,Brazos,leaving,CN Autos,,Autoracks for CN Eastern Canada and US,region:CN:East_of_Thunder_Bay region:CN:US class:auto,3545,
UP,BZCN-##,Brazos,leaving,Yard Center Autos,,"Autoracks for Chicago Heights, CPKC Ontario",id:2038 id:2424 class:auto rr:CPKC@3405,3545,
UP,BZCN-##,Brazos,leaving,West Chicago Autos,,Autoracks for West Chicago,id:2028 id:2029 id:2451 class:auto,3545,
UP,ASPR-##,Gateway,leaving,Villa Grove,,"Villa Grove, Royal, Tuscola UP,Shelbyville IL, DREI, TPW",id:2811 id:2813 id:2810 id:2812 rr:DREI rr:TPW,1300|2336,
UP,ASPR-##,Gateway,leaving,Proviso,,"IA, MN, IL, WI, RCPE, CRL, IHB overflow MASYC",st:IA st:MN st:IL st:WI rr:RCPE rr:CRL,1300|2336,IHB overflow MASYC
UP,ASPR-##,Gateway,leaving,Proviso Loaded Autos,,Loaded autoracks for destinations in Proviso block,class:auto,1300|2336,destinations in Proviso block
UP,ASPR-##,Gateway,leaving,CPKC,,"CPKC Regions 1/2/3/4/5/6, DMVW, RRVW, CP IA",region:CPKC:1 region:CPKC:2 region:CPKC:3 region:CPKC:4 region:CPKC:5 region:CPKC:6 rr:DMVW rr:RRVW rr:CP:IA,1300|2336,
UP,ASPR-##,Gateway,leaving,CN Gary,,CN Chicago/ON/QC/NS/NF/IN/MI/OH/PA/NY/IA,,1300|2336,CN Chicago/ON/QC/NS/NF/IN/MI/OH/PA/NY/IA
UP,ASYC-##,Gateway,leaving,Yard Center Autoracks,,"Autoracks for Chicago Heights, overflow Proviso Autos",id:2038 id:2424 class:auto catchall class:auto,1300|2336,
UP,ASYC-##,Gateway,leaving,Yard Center,,"Yard Center, Chicago Heights, Canal Street, IA, CN Canada/WI/MN/IA, GRW, Peoria UP/TWP, Mapleton UP, Bartonville IL, Rochelle Global 3, Rochelle BNSF, BRC, CSS, SCIH, overflow MASPR",id:1161 id:2038 id:2424 id:1094 st:IA rr:GRW id:3665 id:3663 id:1760 id:2112 rr:BRC rr:CSS rr:SCIH catchall,1300|2336,CN Canada/WI/MN/IA; Peoria UP/TWP
UP,ASYC-##,Gateway,leaving,CN Autos,IYCCN,Autoracks for CN Eastern Canada and US,region:CN:East_of_Thunder_Bay region:CN:US class:auto,1300|2336,
UP,ASLI-##,Gateway,leaving,Livonia,,"South LA UP, CPKC Reserve/Baton Rouge/Baton Rouge D Line/New Orleans Shrewsbury, CN LA, Port Arthur UP/CPKC/Williams",id:3099 id:1902 id:1890 id:1931 id:2301 id:2302 id:2301 id:1424 rr:CN:LA id:1617 id:1241 not:CSX,1300|2336,
UP,ASLI-##,Gateway,leaving,Beaumont,MLIBT/MLILK,Port Arthur,id:1241 id:1617 id:2217 id:2333,1300|2336,
UP,ASLI-##,Gateway,leaving,KCSM (Mexico Laredo UP ONLY,MPBEY/MMNMX,,,1300|2336,KCSM (Mexico Laredo UP
UP,ASLI-##,Pine Bluff,added at,AR Livonia,,"South LA UP, CPKC Reserve/Baton Rouge/Baton Rouge D Line/New Orleans Shrewsbury, CN LA, NS Region B3",id:3099 id:1902 id:1890 id:1931 id:2301 id:2302 id:2301 id:1424 rr:CN:LA region:NS:B3,1081|3340,
UP,ASLI-##,Pine Bluff,added at,Livonia Autos,,Loaded autoracks for Port Allen,id:1678 class:auto,1081|3340,
UP,ASNL-##,Gateway,leaving,Little Rock,,"AR, OK, TX, Tenaha UP, Coffeyville UP/SKOL, Pittsburg SKOL, Eagle Pass, Mexcio Eagle Pass UP, overflow MASEW, overflow MASLI",st:AR st:OK st:TX id:2394 id:2831 id:2832 rr:SKOL:KS id:1608 catchall catchall,1300|2336,Mexcio Eagle Pass UP
UP,ASNL-##,Gateway,leaving,Settegast,,"Settegast service area, including overflow for destinations served by both Englewood and Settegast",id:3480,1300|2336,including overflow for destinations served by both Englewood and Settegast
UP,CCBZ-##,Spring,leaving,Ft Worth,,"Traffic for Ft Worth, El Paso, Montclair, City of Industry, East Los Angeles, Long Beach, Wichita, Herington, Kansas City service areas",id:1779 id:1799 id:2099 id:3806 id:1095 id:1588 id:1014 id:1149 id:2514 id:2515 id:2516 id:2517 id:3090 id:3091 id:3092 id:3093 id:3094 id:3095 id:2824 id:2825 id:2826 id:2829 id:3170,2531,Kansas City service areas
UP,PSEW-##,Parsons,leaving,Englewood,,"Englewood service area, BNSF Longivew/Tenaha service areas, any Houston locations served by both Settegast and Englewood",id:1372 id:3784,2833,BNSF Longivew/Tenaha service areas; any Houston locations served by both Settegast and Englewood
UP,PSEW-##,Parsons,leaving,Settegast,,Settegast service area,id:3480,2833,
UP,PSEW-##,Parsons,leaving,Muskogee,,"Muskogee, Coffeyville, and Denison service areas, BNSF Tulsa, OKC, Gainesville service areas",id:1231 id:2110 id:2831 id:2832 rr:BNSF@2184 rr:BNSF@3038 rr:BNSF@3039,2833,and Denison service areas; OKC; Gainesville service areas
UP,PSEW-##,Parsons,leaving,Ft Worth,MPTDN,Overflow MPSFW,catchall,2833,
UP,HONL-##,Settegast,leaving,Englewood - NLR: 0.8,,,,3480,Englewood - NLR: 0.8
UP,HONL-##,Settegast,leaving,Little Rock,,"Little Rock, Coffeyville, Kansas City, Council Bluffs, Sioux City, Boone, Mason City, Marshalltown service areas, CPKC IA, DQE, CSX Region C, NS Regions B2/D2, CN IL/TN/MS/Eastern US/Canada East of Thunder Bay ON, BNSF TN/MS/AL",id:3425 id:3426 id:2831 id:2832 id:1169 id:1200 id:1229 id:1620 id:1889 id:1107 id:1115 id:1767 id:1768 id:2583 id:2584 id:3064 id:1351 id:2610 id:2611 id:2612 id:2613 id:2839 id:2840 id:2124 id:2125 id:3067 rr:CPKC:IA rr:DQE region:CSX:C region:NS:B2 region:NS:D2 rr:CN:IL/TN/MS region:CN:Eastern_US region:CN:East_of_Thunder_Bay rr:BNSF:TN/MS/AL,3480,Marshalltown service areas
UP,FXAS-##,Fairfax,leaving,ALS,,"All CSX, Gateway, Yard Center, Proviso, Butler, Livonia, New Orleans service areas, CPKC Region 1, CN Northeast US, CN Canada East of Thunder Bay, autoracks for these destinations",all:CSX id:1300 id:1161 id:1595 id:2990 id:1959 id:3833 region:CPKC:1 region:CN:East_of_Thunder_Bay class:auto,2641,New Orleans service areas; CN Northeast US; these destinations
UP,DMNL-##,Des Moines,leaving,North Little Rock,,"North Little Rock, Pine Bluff, Shreveport service areas, BNSF TN/MS/AL, NS Region B2, CN TN/MS/AL, DQE",id:1920 id:2621 id:3424 id:1081 id:3340 rr:BNSF:TN/MS/AL region:NS:B2 rr:CN:TN/MS/AL rr:DQE not:CSX,1046|2719|2720|2721|2726|3693,Shreveport service areas
UP,DMNL-##,Des Moines,leaving,Eagle Pass,MNPSA,"Eagle Pass, Mexico Eagle Pass UP",id:1608 id:2447,1046|2719|2720|2721|2726|3693,
UP,DMNL-##,Des Moines,leaving,Ft Worth,MPSFW,"Dallas, Arlington, Ft Worth, Ennis, Hearne, Benchley, Easterly, Bryan, West Hearne, Chico, Mesquite",id:1795 id:1797 id:1846 id:1938 id:3748 id:1110 id:1918 id:1023 id:1847 id:1888 id:1904 id:3248 id:3249 id:3250 id:3251 id:3252 id:3532 id:3535 id:2037 id:2033 id:2553 id:2555 id:2554 id:3537 id:3534 id:1845,1046|2719|2720|2721|2726|3693,
UP,DMNL-##,Des Moines,leaving,Englewood,MPSEW,"Houston Sinco, Houston Englewood, Houston Eureka, Houston Melendy, Houston Fairbanks, Houston Galena, Houston Pasadena, Houston Deer Park, Spring, Westfield, Port Aurthur, Westlake UP/BNSF/CPKC, West Lake Charles UP/BNSF/CPKC, Lake Charles UP/BNSF, Port of Lake Charles UP/BNSF/CPKC, BNSF Houston",id:2322 id:1372 id:3784 id:1460 id:1372 id:1372 id:1878 id:3729 id:2529 id:3334 id:3343 id:3351 id:2531 id:1375 id:1241 id:1617 id:2217 id:1563 id:1987 id:2358 id:3282 id:3283 id:3284 id:3277 id:3278 id:3279 id:3280 id:3281 rr:BNSF@1372 rr:BNSF@1374 rr:BNSF@1378 rr:BNSF@1383 rr:BNSF@1460 rr:BNSF@1812,1046|2719|2720|2721|2726|3693,
UP,DMNL-##,Des Moines,leaving,Parsons,,"Parsons, Muskogee, BNSF OK, Coffeyville UP/SKOL, Pittsburg KS, Mexico Laredo UP, PTRA, Houston Basin UP,  Houston Glass UP, Houston Tower 86, Houston Market St UP,  Houston Greens Bayou Pass, Channelview Smith Pass, Channelview Arco Ind Lead, Houston Old City [Booth], Houston Strang, Kendleton, Laredo CPKC, Mexico Laredo CPKC, Gainesville, TX, Denison, KRR",id:2833 id:1231 id:2110 rr:BNSF:OK id:2831 id:2832 id:2809 id:2482 rr:PTRA id:1374 id:3010 id:1383 id:1378 id:3013 id:3014 id:3015 id:1935 id:1982 id:3778 id:3779 id:2557 id:2050 id:2484 id:1827 st:TX id:1232 rr:KRR,1046|2719|2720|2721|2726|3693,
UP,DMNL-##,Parsons,created at,PS NLR,,"NLR block above plus Livonia and New Orleans Avondale service areas, CSX Regions B/C/D, NS Regions B2/B3/D1/D2",region:CSX:B region:CSX:C region:CSX:D region:NS:B2 region:NS:B3 region:NS:D1 region:NS:D2,2833,NLR block above plus Livonia and New Orleans Avondale service areas
UP,EWLI-##,Englewood,leaving,Livonia,,"Livonia, Shreveport, New Orleans Avondale service areas, CPKC MS/AL, CN LA, CSX Regions B/D, NS Regions B1/B3/D1",id:1959 id:1153 id:1282 id:1401 id:2398 rr:CPKC:MS/AL rr:CN:LA region:CSX:B region:CSX:D region:NS:B1 region:NS:B3 region:NS:D1,1372|3784,New Orleans Avondale service areas
UP,JAJA-##,Janesville,leaving,North Little Rock,,MPRNL North Little Rock block,ref:MPRNL:North_Little_Rock,2816|2817|2818,
UP,JAJA-##,Janesville,leaving,ALS,,MPRAS ALS block,ref:MPRAS:ALS,2816|2817|2818,
UP,JAJA-##,Janesville,leaving,Proviso,,All other outbound UP manifest from UP/WSOR,catchall,2816|2817|2818,
UP,JAJA-##,Proviso,leaving,Janesville,,"Janesville UP/WSOR, Evansville, Anderson, Monroe, Avalon",id:2816 id:2817 id:2821 id:2819 id:2820 id:2822 id:2823,1595,
UP,RVOA-##,Roseville,leaving,Davis,,CFNR,rr:CFNR,3503,
UP,RVOA-##,Roseville,leaving,Ozol,,"Martinez, Pittsburg UP/BNSF ->LRJ49, Tolenas ->LRJ48, Avon CA, Rodeo CA",id:1772 id:2809 id:1794 id:3733 id:3732,3503,
UP,RVOA-##,Roseville,leaving,Benicia autos,,"Loaded/empty autoracks for Benicia, placed on rear end if 40 or more loaded autoracks on the train",class:auto class:auto,3503,Loaded/empty autoracks for Benicia; placed on rear end if 40 or more loaded autoracks on the train
UP,RVOA-##,Roseville,leaving,Oakland,,"Oakland UP/BNSF, Pittsburg RPRC ->YOA78",id:3767,3503,Pittsburg RPRC
UP,RVOA-##,Roseville,leaving,Warm Springs,MOAOA,"Warm Springs, Watsonville, Watsonville Jct, Redwood City, Hollister, Salinas, San Jose, North San Jose, Permanente, Newark",id:1789 id:2608 id:1790 id:2535 id:2600 id:2601 id:2536 id:3163 id:2534 id:1352,3503,
UP,RVOA-##,Roseville,leaving,Milpitas,MOAOA,"Milptias autos/manifest, North San Jose",class:auto id:3163,3503,Milptias autos/manifest
UP,RVWC-##,Roseville,leaving,Inland Empire IM,,,id:1102 id:1255 id:3723 class:im,3503,
UP,RVWC-##,Roseville,leaving,West Colton,,"BNSF LA Basin/San Diego, SDIY, West Colton, El Centro, AZ, NM, El Paso, Amarillo, overflow MRVEP",rr:BNSF@1007 rr:BNSF@1102 rr:BNSF@1029 rr:BNSF@2146 rr:SDIY id:1255 id:1581 st:AZ st:NM id:1779 id:1799 id:2099 id:1394 id:1443 id:1716 id:2632 id:2633 id:3126 id:3127 id:3128 id:3129 catchall,3503,
UP,RVWC-##,Roseville,leaving,Livonia,,Overflow MRVEP Livonia,ref:MRVEP:Livonia,3503,
UP,RVWC-##,Roseville,leaving,Englewood,,Overflow MRVEP Englewood,ref:MRVEP:Englewood,3503,
UP,RVWC-##,Roseville,leaving,Yermo,,"Creal, Mojave, Las Vegas, Henderson NV, Apex NV",id:2491 id:1010 id:1400 id:1492 id:1402 id:2705,3503,
UP,RVWC-##,Roseville,leaving,Fresno,,Overflow/alternate path MRVFR Fresno,catchall,3503,
UP,RVWC-##,Roseville,leaving,SJVR Bakersfield,MBKBK,"Bakersfield Oildale, Bakersfield Landco, Rogas, Gulf, Levee",id:1133 id:1984 id:2329 id:2327 id:2328,3503,
UP,RVWCB-##,Roseville,leaving,Inland Empire IM,,,id:1102 id:1255 id:3723 class:im,3503,
UP,RVWCB-##,Roseville,leaving,West Colton,,"BNSF LA Basin/San Diego, SDIY, West Colton, El Centro, NM, El Paso, Amarillo, San Antonio service areas, overflow MRVEP",rr:BNSF@1007 rr:BNSF@1102 rr:BNSF@1029 rr:BNSF@2146 rr:SDIY id:1255 id:1581 st:NM id:1779 id:1799 id:2099 id:1394 id:1443 id:1716 id:2632 id:2633 id:3126 id:3127 id:3128 id:3129 catchall,3503,San Antonio service areas
UP,RVWCB-##,Roseville,leaving,Livonia,MWCSA,Overflow MRVEP Livonia,ref:MRVEP:Livonia,3503,
UP,RVWCB-##,Roseville,leaving,Englewood,MWCSA,Overflow MRVEP Englewood,ref:MRVEP:Englewood,3503,
UP,RVWCB-##,Roseville,leaving,Yermo,,"Creal, Mojave, Las Vegas, Henderson NV, Apex NV",id:2491 id:1010 id:1400 id:1492 id:1402 id:2705,3503,
UP,RVWCB-##,Roseville,leaving,Fresno,,Overflow/alternate path MRVFR Fresno,catchall,3503,
UP,RVWCB-##,Roseville,leaving,SJVR Bakersfield,MBKBK,"Bakersfield Oildale, Bakersfield Landco, Rogas, Gulf, Levee",id:1133 id:1984 id:2329 id:2327 id:2328,3503,
UP,MLWC-##,Mira Loma,leaving,West Colton,,All outbound manifest traffic,,1406,
UP,MLWC-##,Montclair,created at,Kaiser,LOH45,"Fontana Kaiser UP, CSI",id:1407 rr:CSI,3806,
UP,MLWC-##,Montclair,created at,Alfalfa,,MWCSA Alfalfa,ref:MWCSA:Alfalfa,3806,
UP,MLWC-##,Montclair,created at,Englewood,,MWCSA Englewood,ref:MWCSA:Englewood,3806,
UP,MLWC-##,Montclair,created at,Ft Worth,,MWCSA Ft Worth,ref:MWCSA:Ft_Worth,3806,
UP,MLWC-##,Montclair,created at,San Antonio,,MWCSA San Antonio,ref:MWCSA:San_Antonio,3806,
UP,EPLA-##,Alfalfa,leaving,City of Industry,,"City of Industry, Covina, Whittier Jct, Anaheim, Los Nietos",id:1095 id:2587 id:2588 id:2702 id:1016,1799,
UP,EPLA-##,Alfalfa,leaving,Montclair,,"Kaiser UP, CSI, Colton, PHL, Long Beach UP, Long Beach Toyota UP, Los Angeles Nissan UP, Dolores/ICTF, Los Angeles Paramount, Compton, Los Angeles Phillips 66 Carson Refinery, Los Angeles Carson Siding North/South, Oxnard/Pt. Hueme, White Hills, Guadalupe, Santa Maria, Montclair, Chino, Beaumont CA, Pomona, SVGX, East Los Angeles, Los Angeles LATC, LAJ, Vernon UP, Los Angeles J Yard",id:1407 rr:CSI id:1255 rr:PHL id:3090 id:3096 id:3106 id:1001 id:3158 id:3159 id:2513 id:3157 id:3156 id:1303 id:1784 id:1035 id:1785 id:3806 id:3808 id:1350 id:3807 rr:SVGX id:1588 id:1203 rr:LAJ id:1439 id:1190,1799,
UP,EPLA-##,Alfalfa,leaving,West Colton,,"West Colton, El Centro, NV, UT, CA, OR, WA, ID. CN BC/AB/SK, CPKC Regions 5/6",id:1255 id:1581 st:NV st:UT st:CA st:OR st:WA region:CPKC:5 region:CPKC:6,1799,ID. CN BC/AB/SK
UP,EPLA-##,Alfalfa,leaving,Tucson,,AZ,st:AZ,1799,
UP,EPLA-##,Alfalfa,leaving,Los Angeles,,"East Los Angeles, LAJ, Vernon UP, Los Angeles J Yard",id:1588 rr:LAJ id:1439 id:1190,1799,
UP,EPLA-##,Alfalfa,leaving,4th Street,,"Los Angeles LATC, SVGX",id:1203 rr:SVGX,1799,
