railroad,symbol,yard_id,yard,verb,block
NS,21W-##,1476,Harrisburg,pick up,and Cicero BNSF IM
NS,21W-##,3001,Hammond Colehour Yard,set out,Barstow
NS,21W-##,3001,Hammond Colehour Yard,set out,Corwith
NS,21W-##,3001,Hammond Colehour Yard,set out,Cicero IM
NS,23G-##,1476,Harrisburg,set out,Intermodal Except 47th St
NS,23G-##,1476,Harrisburg,set out,Pick Up Chicago 47th IM
NS,258-##,1205,Voltz,pick up,GCT Bayonne
NS,258-##,1205,Voltz,pick up,Rutherford
NS,258-##,1205,Voltz,pick up,Morrisville
NS,258-##,1205,Voltz,pick up,Elizabeth Marine
NS,258-##,1205,Voltz,pick up,Bethlehem Intermodal
NS,258-##,1277,St. Louis Luther Yard,pick up,Elizabeth Marine
NS,258-##,1277,St. Louis Luther Yard,pick up,Croxton
NS,258-##,1277,St. Louis Luther Yard,pick up,GCT Bayonne
NS,258-##,1277,St. Louis Luther Yard,pick up,Bethlehem
NS,258-##,1277,St. Louis Luther Yard,pick up,Rutherford IM
NS,25P-##,1436,Pittsburgh Pitcairn Yard,pick up,63rd IM
NS,22X-##,1454,Toledo Airline Yard,pick up,Croxton IM
NS,22X-##,1476,Harrisburg,set out,Harrisburg
NS,22X-##,1385,Rutherford Yard,pick up,Croxton IM
NS,29C-##,1140,Greensboro Pomona Yard,set out,Croxton IM
NS,29C-##,1140,Greensboro Pomona Yard,pick up,Calumet IM
NS,25A-##,1140,Greensboro Pomona Yard,set out,Greensboro
NS,25A-##,1140,Greensboro Pomona Yard,set out,Charlotte IM
NS,25A-##,1140,Greensboro Pomona Yard,pick up,Atlanta IM
NS,26C-##,1244,Austell,set out,Austell
NS,26C-##,1244,Austell,set out,Pick Up Cincinnati
NS,26C-##,1244,Austell,set out,Landers
NS,26C-##,1244,Austell,set out,Colehour IM
NS,26C-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati IM
NS,26C-##,2048,Cincinnati Gest St. Yard,set out,Colehour IM
NS,26C-##,2048,Cincinnati Gest St. Yard,pick up,Calumet IM
NS,258-##,1205,Voltz,pick up,Rutherford
NS,258-##,1205,Voltz,pick up,Morrisville
NS,258-##,1205,Voltz,pick up,Elizabeth Marine
NS,258-##,1205,Voltz,pick up,Bethlehem Intermodal
NS,258-##,1277,St. Louis Luther Yard,pick up,Elizabeth Marine
NS,258-##,1277,St. Louis Luther Yard,pick up,Croxton
NS,258-##,1277,St. Louis Luther Yard,pick up,Bethlehem
NS,258-##,1277,St. Louis Luther Yard,pick up,Rutherford IM
NS,28J-##,1244,Austell,set out,Austell IM
NS,28J-##,1244,Austell,set out,FEC IM
NS,28J-##,1082,Atlanta Inman Yard,set out,Charlotte
NS,28J-##,1082,Atlanta Inman Yard,set out,FEC
NS,28J-##,1082,Atlanta Inman Yard,pick up,Jacksonville
NS,28J-##,1082,Atlanta Inman Yard,pick up,Talleyrand IM
NS,28V-##,1436,Pittsburgh Pitcairn Yard,set out,Pittsburgh IM
NS,22H-##,1436,Pittsburgh Pitcairn Yard,set out,Pittsburgh IM
NS,22H-##,1436,Pittsburgh Pitcairn Yard,set out,Pittsburgh IM
NS,22M-##,1436,Pittsburgh Pitcairn Yard,set out,Pitcairn IM
NS,22M-##,1385,Rutherford Yard,pick up,Morrisville IM
NS,22M-##,1385,Rutherford Yard,set out,Elizabeth Marine
NS,22M-##,1385,Rutherford Yard,set out,GCT Bayonne
NS,22M-##,1436,Pittsburgh Pitcairn Yard,set out,Pitcairn IM
NS,22M-##,1436,Pittsburgh Pitcairn Yard,pick up,Elizabeth Marine
NS,22M-##,1436,Pittsburgh Pitcairn Yard,pick up,GCT Bayonne
NS,22M-##,1385,Rutherford Yard,set out,Elizabeth Marine
NS,22M-##,1385,Rutherford Yard,set out,GCT Bayonne
NS,26A-##,2348,McCalla,pick up,Austell
NS,26A-##,2348,McCalla,pick up,Atlanta IM
NS,26A-##,1244,Austell,set out,Austell
NS,29P-##,1454,Toledo Airline Yard,set out,Toledo IM
NS,29P-##,1454,Toledo Airline Yard,pick up,63rd Street IM
NS,22X-##,1454,Toledo Airline Yard,pick up,Croxton IM
NS,22X-##,1476,Harrisburg,set out,Harrisburg
NS,22X-##,1476,Harrisburg,pick up,Croxton
NS,22X-##,1385,Rutherford Yard,pick up,Croxton IM
NS,29C-##,1140,Greensboro Pomona Yard,set out,Croxton
NS,29C-##,1140,Greensboro Pomona Yard,set out,Grrensboro IM
NS,29C-##,1140,Greensboro Pomona Yard,pick up,Calumet IM
NS,22X-##,1476,Harrisburg,set out,Harrisburg
NS,22X-##,1385,Rutherford Yard,pick up,Croxton IM
NS,26X-##,1385,Rutherford Yard,set out,Rutherford IM
NS,26X-##,1385,Rutherford Yard,pick up,Croxton IM
NS,28X-##,1454,Toledo Airline/Detroit Yard,pick up,Croxton IM
NS,23G-##,1476,Harrisburg,set out,Intermodal Except 47th St
NS,23G-##,1476,Harrisburg,set out,Pick Up Chicago 47th IM
NS,25A-##,1140,Greensboro Pomona Yard,set out,Greensboro
NS,25A-##,1140,Greensboro Pomona Yard,pick up,Atlanta IM
NS,21W-##,1476,Harrisburg,set out,Harrisburg
NS,21W-##,1476,Harrisburg,set out,Sandusky
NS,21W-##,1476,Harrisburg,pick up,Pittsburg
NS,21W-##,1476,Harrisburg,pick up,Toledo
NS,21W-##,1476,Harrisburg,pick up,Los Angeles BNSF
NS,21W-##,1476,Harrisburg,pick up,BNSF Corwith
NS,21W-##,1476,Harrisburg,pick up,Barstow
NS,21W-##,1476,Harrisburg,pick up,BNSF Cicero
NS,21W-##,1436,Pittsburgh Pitcairn Intermodal Terminal,set out,Pittsburg IM
NS,21W-##,3001,Hammond Colehour Yard,set out,Barstow
NS,21W-##,3001,Hammond Colehour Yard,set out,Corwith
NS,21W-##,3001,Hammond Colehour Yard,set out,Cicero IM
NS,21W-##,1436,Pittsburgh Pitcairn Intermodal Terminal,set out,Pittsburg IM
NS,21W-##,3001,Hammond Colehour Yard,set out,Barstow
NS,21W-##,3001,Hammond Colehour Yard,set out,Corwith
NS,21W-##,3001,Hammond Colehour Yard,set out,Cicero IM
NS,25P-##,1385,Rutherford Yard,set out,Rossville
NS,25P-##,1385,Rutherford Yard,set out,Voltz IM
NS,25P-##,1476,Harrisburg,set out,IM
NS,22M-##,1436,Pittsburgh Pitcairn Yard,set out,Pitcairn IM
NS,22M-##,1436,Pittsburgh Pitcairn Yard,pick up,Elizabeth Marine
NS,22M-##,1436,Pittsburgh Pitcairn Yard,pick up,GCT Bayonne
NS,22M-##,1385,Rutherford Yard,set out,Elizabeth Marine
NS,22M-##,1385,Rutherford Yard,set out,GCT Bayonne
NS,26C-##,1082,Atlanta Inman Yard,set out,LATC IM
NS,26C-##,1244,Austell,pick up,Cincinnati
NS,26C-##,1244,Austell,pick up,Colehour IM
NS,26C-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati
NS,26C-##,2048,Cincinnati Gest St. Yard,set out,Chicago 47th
NS,26C-##,2048,Cincinnati Gest St. Yard,set out,Colehour IM
NS,26C-##,2048,Cincinnati Gest St. Yard,pick up,Calumet IM
NS,28C-##,1244,Austell,set out,Austell IM
NS,28C-##,1244,Austell,pick up,CP
NS,28C-##,1244,Austell,pick up,CN
NS,28C-##,1244,Austell,pick up,Calumet IM
NS,29F-##,1082,Atlanta Inman Yard,set out,FEC
NS,29F-##,1082,Atlanta Inman Yard,set out,Atlanta UPS
NS,29F-##,1082,Atlanta Inman Yard,set out,Austell IM
NS,29F-##,1082,Atlanta Inman Yard,pick up,FEC UPS
NS,29F-##,1082,Atlanta Inman Yard,pick up,Jacksonville UPS
NS,29F-##,1082,Atlanta Inman Yard,pick up,Jacksonville Simpson IM
NS,25A-##,1140,Greensboro Pomona Yard,set out,Greensboro an Charlotte IM
NS,25A-##,1140,Greensboro Pomona Yard,pick up,Atlanta IM
NS,26A-##,2348,McCalla,pick up,Charlotte
NS,26A-##,2348,McCalla,pick up,Jacksonville
NS,26A-##,2348,McCalla,pick up,Atlanta
NS,26A-##,2348,McCalla,pick up,Austell IM
NS,26A-##,1244,Austell,set out,Austell
NS,28J-##,1244,Austell,set out,Austell IM
NS,28J-##,1082,Atlanta Inman Yard,set out,Charlotte
NS,28J-##,1082,Atlanta Inman Yard,set out,FEC Bowden IM
NS,28J-##,1082,Atlanta Inman Yard,pick up,Tallyrand
NS,28J-##,1082,Atlanta Inman Yard,pick up,Jacksonville
NS,28J-##,1082,Atlanta Inman Yard,pick up,Jacksonville FEC IM
NS,29K-##,2348,McCalla,set out,Shreveport
NS,29K-##,2348,McCalla,set out,Laredo IM
NS,23G-##,1476,Harrisburg,set out,Lathrop
NS,23G-##,1476,Harrisburg,set out,East LA UP
NS,23G-##,1476,Harrisburg,set out,Harrisburg
NS,23G-##,1476,Harrisburg,set out,Los Angeles BNSF IM
NS,25P-##,1385,Rutherford Yard,set out,Rossville
NS,25P-##,1385,Rutherford Yard,set out,St Louis
NS,25P-##,1385,Rutherford Yard,set out,Voltz
NS,25P-##,1385,Rutherford Yard,set out,Rutherford IM
NS,25P-##,1476,Harrisburg,set out,Lathrop
NS,25P-##,1476,Harrisburg,set out,East LA UP
NS,25P-##,1476,Harrisburg,set out,Los Angeles BNSF
NS,25P-##,1476,Harrisburg,set out,Harrisburg IM
NS,25P-##,1436,Pittsburgh Pitcairn Intermodal Terminal,pick up,Chicago 63rd St IM
NS,23G-##,1385,Rutherford Yard,set out,Rutherford
NS,23G-##,1385,Rutherford Yard,set out,Voltz
NS,26C-##,1244,Austell,set out,Austell
NS,26C-##,1244,Austell,set out,St Louis
NS,26C-##,1244,Austell,set out,Voltz IM
NS,26C-##,1244,Austell,pick up,Cincinnati IM
NS,26C-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati IM
NS,26C-##,2048,Cincinnati Gest St. Yard,pick up,Calumet IM
NS,20H-##,1346,Bethlehem,set out,Behtlehem IM
NS,20H-##,1346,Bethlehem,set out,Pick Up East LA UP
NS,20H-##,1346,Bethlehem,set out,Los Angeles BNSF
NS,20H-##,1346,Bethlehem,set out,Harrisburg
NS,20H-##,1346,Bethlehem,set out,Chicaog 47th St
NS,20H-##,1346,Bethlehem,set out,Lathrop IM
NS,256-##,1476,Harrisburg,set out,Harrisburg IM
NS,256-##,1476,Harrisburg,set out,Baltimore Auto
NS,256-##,1385,Rutherford Yard,pick up,Croxton IM
NS,29F-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati IM
NS,29F-##,2048,Cincinnati Gest St. Yard,pick up,Jacksonville IM
NS,29F-##,1082,Atlanta Inman Yard,set out,FEC
NS,29F-##,1082,Atlanta Inman Yard,set out,Atlanta UPS
NS,29F-##,1082,Atlanta Inman Yard,set out,Austell IM
NS,29F-##,1082,Atlanta Inman Yard,pick up,FEC UPS
NS,29F-##,1082,Atlanta Inman Yard,pick up,Jacksonville UPS
NS,29F-##,1082,Atlanta Inman Yard,pick up,Jacksonville Simpson IM
NS,22X-##,1436,Pittsburgh Pitcairn Intermodal Terminal,set out,Pittsburgh IM
NS,22X-##,1476,Harrisburg,set out,Harrisburg
NS,23G-##,1476,Harrisburg,set out,IM Except Chicago 47th St
NS,23G-##,1476,Harrisburg,set out,Pick Up Chicago 47th St. IM
NS,25P-##,1476,Harrisburg,set out,IM Except Chicago 63rd IM
NS,25P-##,1476,Harrisburg,set out,Pick Up Pittsburgh IM
NS,25P-##,1436,Pittsburgh Pitcairn Intermodal Terminal,set out,Pittsburgh IM
NS,25P-##,1436,Pittsburgh Pitcairn Intermodal Terminal,pick up,Chicago 63rd St IM
NS,22M-##,1436,Pittsburgh Pitcairn Yard,set out,Pitcairn IM
NS,22M-##,1436,Pittsburgh Pitcairn Yard,pick up,Elizabeth Marine
NS,22M-##,1436,Pittsburgh Pitcairn Yard,pick up,GCT Bayonne
NS,22M-##,1385,Rutherford Yard,set out,Elizabeth Marine
NS,22M-##,1385,Rutherford Yard,set out,GCT Bayonne
NS,22M-##,3498,King of Prussia Abrams Yard,set out,Philadelphia Auto
NS,32N-##,1887,Decatur NS Yard,set out,Bellevue
NS,32N-##,1887,Decatur NS Yard,pick up,Conway
NS,32N-##,1535,Lafayette East Yard,pick up,Conway
NS,39G-##,1475,Reading Spring St. Yard,set out,Enola
NS,39G-##,1475,Reading Spring St. Yard,pick up,Conway
NS,154-##,1929,Doraville Yard,set out,Doraville
NS,154-##,1929,Doraville Yard,set out,Atlanta
NS,154-##,1929,Doraville Yard,set out,Macon Hazardous
NS,154-##,1929,Doraville Yard,pick up,Linwood
NS,154-##,1274,Charlotte NS,set out,Charlotte
NS,154-##,1274,Charlotte NS,pick up,Linwood
NS,310-##,1367,Buffalo Bison Yard,set out,Buffalo BPRR
NS,310-##,1367,Buffalo Bison Yard,set out,Buffalo
NS,310-##,1367,Buffalo Bison Yard,pick up,Binghamton
NS,10K-##,1475,Reading,set out,Reading
NS,178-##,1043,Chattanooga Debutts Yard,pick up,Bellevue
NS,178-##,1043,Chattanooga Debutts Yard,set out,Elkhart (142)
NS,178-##,2048,Cincinnati Gest St. Yard,pick up,Bellevue
NS,179-##,1056,Danville,set out,Macon (143)
NS,179-##,1056,Danville,set out,Chattanooga
NS,179-##,1056,Danville,pick up,Birmingham
NS,126-##,2904,Knoxville Sevier Yard,set out,Knoxville
NS,126-##,2904,Knoxville Sevier Yard,set out,Enola
NS,126-##,2904,Knoxville Sevier Yard,pick up,Greensboro
NS,126-##,2904,Knoxville Sevier Yard,pick up,Roanoke
NS,127-##,2904,Knoxville Sevier Yard,set out,Birmingham
NS,127-##,2904,Knoxville Sevier Yard,set out,Knoxville
NS,127-##,2904,Knoxville Sevier Yard,pick up,Chattanooga
NS,378-##,1447,Columbus,set out,Columbus
NS,378-##,1447,Columbus,pick up,Macon
NS,13R-##,1298,Lynchburg,pick up,Greensboro IM
NS,13R-##,1298,Lynchburg,pick up,Linwood
NS,13R-##,1140,Greensboro Pomona Yard,set out,Greensboro IM
NS,167-##,1026,Louisville Youngtown Yard,set out,Shelbyville
NS,167-##,1026,Louisville Youngtown Yard,pick up,Danville
NS,167-##,1026,Louisville Youngtown Yard,pick up,Birmingham
NS,167-##,1026,Louisville Youngtown Yard,pick up,Chattanooga
NS,167-##,1056,Danville,set out,Danville
NS,167-##,1056,Danville,set out,Birmingham
NS,167-##,1056,Danville,pick up,Chattanooga
NS,143-##,1056,Danville,set out,Birmingham (143)
NS,143-##,1056,Danville,set out,Louisville (168)
NS,143-##,1056,Danville,set out,Chattanooga(167)
NS,143-##,1056,Danville,pick up,Macon
NS,134-##,1140,Greensboro Pomona Yard,set out,Greensboro
NS,16G-##,1055,Chicago Calumet Yard,pick up,Conway
NS,16G-##,1279,Chicago Hegewisch,pick up,Conway Auto
NS,168-##,1056,Danville,set out,Detroit (188)
NS,168-##,1056,Danville,pick up,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Pick Up St Louis
NS,168-##,1026,Louisville Youngtown Yard,set out,Gateway Manifest
NS,168-##,1364,E. St. Louis Madison Yard,set out,Gateway
NS,309-##,1367,Buffalo Bison Yard,pick up,Elkhart
NS,118-##,1386,Portsmouth,set out,Portsmouth
NS,118-##,1386,Portsmouth,pick up,Greensboro
NS,118-##,1386,Portsmouth,pick up,Williamson
NS,118-##,2088,Williamson,set out,Williamson
NS,118-##,1140,Greensboro Pomona Yard,set out,Greensboro
NS,118-##,1140,Greensboro Pomona Yard,set out,Selma (350)
NS,119-##,1140,Greensboro Pomona Yard,pick up,Bellevue
NS,119-##,2088,Williamson,pick up,Bellevue
NS,119-##,1386,Portsmouth,set out,Portsmouth
NS,11Z-##,1476,Harrisburg,set out,Enola
NS,11Z-##,1297,Hagerstown Vardo Yard,set out,Hagerstown
NS,11Z-##,1297,Hagerstown Vardo Yard,pick up,Roanoke
NS,11Z-##,1297,Hagerstown Vardo Yard,pick up,Shenandoah
NS,11Z-##,1178,Shenandoah,set out,Shenandoah
NS,11Z-##,1178,Shenandoah,pick up,Roanoke
NS,174-##,1082,Atlanta Inman Yard,pick up,Elkhart
NS,174-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati
NS,130-##,1680,Meridian NS Yard,set out,Meridian
NS,130-##,1680,Meridian NS Yard,pick up,Chattanooga
NS,36A-##,1564,Enola Yard,set out,Hagerstown
NS,36A-##,1564,Enola Yard,set out,Baltimore
NS,36A-##,1564,Enola Yard,pick up,Edgemoor
NS,123-##,1532,Lafayette South Yard,set out,Lafayette
NS,123-##,1532,Lafayette South Yard,pick up,Chattanooga
NS,H79-##,3498,King of Prussia Abrams Yard,pick up,Enola
NS,H79-##,3498,King of Prussia Abrams Yard,pick up,Conway
NS,35N-##,1535,Lafayette East Yard,pick up,ALS Gateway
NS,35N-##,1887,Decatur NS Yard,set out,Decatur
NS,35N-##,1887,Decatur NS Yard,pick up,ALS Gateway
NS,15Q-##,1380,Fort Wayne Piqua Yard,pick up,Lafayette
NS,15Q-##,1535,Lafayette East Yard,set out,ALS Gateway
NS,323-##,1057,Jacksonville Simpson Yard,set out,Jacksonville
NS,323-##,1057,Jacksonville Simpson Yard,pick up,FEC
NS,133-##,1680,Meridian NS Yard,set out,Meridian
NS,168-##,1056,Danville,pick up,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Pick Up St Louis
NS,168-##,1026,Louisville Youngtown Yard,set out,Gateway Manifest
NS,168-##,1364,E. St. Louis Madison Yard,set out,Gateway
NS,167-##,1026,Louisville Youngtown Yard,set out,Shelbyville
NS,167-##,1026,Louisville Youngtown Yard,pick up,Danville
NS,167-##,1026,Louisville Youngtown Yard,pick up,Birmingham
NS,167-##,1026,Louisville Youngtown Yard,pick up,Chattanooga
NS,167-##,1056,Danville,set out,Danville
NS,167-##,1056,Danville,set out,Birmingham
NS,143-##,1056,Danville,set out,Birmingham (143)
NS,143-##,1056,Danville,set out,Louisville (168)
NS,143-##,1056,Danville,set out,Chattanooga(173)
NS,143-##,1056,Danville,pick up,Macon
NS,179-##,1056,Danville,set out,Macon (143)
NS,179-##,1056,Danville,set out,Chattanooga
NS,179-##,1056,Danville,pick up,Birmingham
NS,16G-##,1279,Chicago Hegewisch,pick up,Conway Auto
NS,168-##,1056,Danville,pick up,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Pick Up St Louis
NS,168-##,1026,Louisville Youngtown Yard,set out,Gateway Manifest
NS,168-##,1364,E. St. Louis Madison Yard,set out,Gateway
NS,167-##,1026,Louisville Youngtown Yard,pick up,Danville
NS,167-##,1026,Louisville Youngtown Yard,pick up,Chattanooga
NS,167-##,1056,Danville,set out,Danville
NS,167-##,1056,Danville,set out,Birmingham
NS,17N-##,1647,Bellevue Moorman Yard,pick up,Clearing
NS,15Q-##,1380,Fort Wayne Piqua Yard,pick up,Lafayette
NS,15Q-##,1535,Lafayette East Yard,set out,Lafayette
NS,32N-##,1887,Decatur NS Yard,set out,Bellevue
NS,32N-##,1535,Lafayette East Yard,pick up,Conway
NS,32N-##,1535,Lafayette East Yard,set out,Bellevue
NS,32N-##,1535,Lafayette East Yard,pick up,Conway
NS,32N-##,1887,Decatur Brush/East Yard,set out,Bellevue
NS,32N-##,1535,Lafayette East Yard,pick up,Conway
NS,14Q-##,1535,Lafayette East Yard,pick up,Fort Wayne
NS,14Q-##,1535,Lafayette East Yard,pick up,Elkhart
NS,14Q-##,1535,Lafayette East Yard,pick up,IHB Auto
NS,14Q-##,1379,Fort Wayne East Yard,set out,Fort Wayne
NS,14Q-##,1379,Fort Wayne East Yard,set out,Elkhart
NS,14Q-##,1379,Fort Wayne East Yard,set out,IHB Auto
NS,333-##,1181,Detroit River Rouge Yard,set out,River Rouge
NS,333-##,1181,Detroit River Rouge Yard,pick up,Bellevue
NS,334-##,1454,Toledo Airline/Detroit Yard,pick up,Detroit
NS,334-##,1181,Detroit River Rouge Yard,set out,River Rouge
NS,334-##,1181,Detroit River Rouge Yard,pick up,Elkhart
NS,178-##,1043,Chattanooga Debutts Yard,set out,Chattanooga
NS,178-##,1043,Chattanooga Debutts Yard,pick up,Bellevue
NS,178-##,2048,Cincinnati Gest St. Yard,pick up,Bellevue
NS,179-##,1056,Danville,set out,Macon (173)
NS,179-##,1056,Danville,set out,Chattanooga
NS,179-##,1056,Danville,pick up,Birmingham
NS,143-##,1056,Danville,set out,Birmingham
NS,367-##,1912,Macon Brosnan Yard,set out,Macon
NS,367-##,1912,Macon Brosnan Yard,pick up,Savannah
NS,369-##,1912,Macon Brosnan Yard,set out,Macon
NS,369-##,1912,Macon Brosnan Yard,pick up,Valdosta
NS,179-##,1056,Danville,set out,Chattanooga
NS,179-##,1056,Danville,pick up,Birmingham
NS,333-##,1181,Detroit River Rouge Yard,set out,River Rouge
NS,333-##,1181,Detroit River Rouge Yard,pick up,Bellevue
NS,167-##,1026,Louisville Youngtown Yard,pick up,Chattanooga
NS,167-##,1026,Louisville Youngtown Yard,pick up,Danville
NS,167-##,1056,Danville,set out,Birmingham
NS,174-##,1056,Danville,pick up,Elkhart
NS,174-##,2048,Cincinnati Gest St. Yard,set out,Cincinnati
NS,39N-##,1379,Fort Wayne East Yard,set out,Fort Wayne
NS,32N-##,1887,Decatur Brush/East Yard,set out,Bellevue
NS,38N-##,1535,Lafayette East Yard,set out,Lafayette
NS,38N-##,1535,Lafayette East Yard,pick up,Conway
NS,10K-##,1475,Reading Spring St. Yard,set out,Reading
NS,10K-##,1064,Allentown,set out,Allentown
NS,10K-##,1064,Allentown,pick up,Oak Island
NS,10K-##,1064,Allentown,pick up,Croxton
NS,10K-##,1347,Newark Oak Island Yard,set out,Oak Island
NS,15T-##,1475,Reading,pick up,Knoxville
NS,15T-##,1178,Shenandoah,pick up,Knoxville
NS,15T-##,2904,Knoxville Sevier Yard,set out,Knoxville
NS,15T-##,2904,Knoxville Sevier Yard,set out,Chattanooga
NS,15T-##,2904,Knoxville Sevier Yard,pick up,Birmingham
NS,15T-##,2904,Knoxville Sevier Yard,pick up,Birmingham Coal
NS,16T-##,2904,Knoxville Sevier Yard,set out,Roanoke
NS,16T-##,2904,Knoxville Sevier Yard,set out,Knoxville
NS,16T-##,2904,Knoxville Sevier Yard,pick up,Enola
NS,16T-##,2904,Knoxville Sevier Yard,pick up,East Binghamton
NS,16T-##,2904,Knoxville Sevier Yard,pick up,Allentown
NS,16T-##,1178,Shenandoah,set out,Enola
NS,16T-##,1178,Shenandoah,set out,East Binghamton
NS,178-##,1043,Chattanooga Debutts Yard,set out,Chattanooga
NS,178-##,1043,Chattanooga Debutts Yard,pick up,Bellevue
NS,178-##,1132,Georgetown Delaplain Yard,pick up,Bellevue
NS,178-##,2048,Cincinnati Gest St. Yard,pick up,Bellevue
NS,16G-##,1279,Chicago Hegewisch,pick up,Conway Auto
NS,178-##,1043,Chattanooga Debutts Yard,set out,Chattanooga
NS,178-##,1043,Chattanooga Debutts Yard,pick up,Bellevue
NS,178-##,1132,Georgetown Delaplain Yard,pick up,Bellevue
NS,178-##,3526,Sharonville,pick up,Bellevue
NS,32N-##,1887,Decatur Brush/East Yard,set out,Bellevue
NS,38N-##,1535,Lafayette East Yard,pick up,Fort Wayne
NS,38N-##,1535,Lafayette East Yard,pick up,Conway
NS,38N-##,1379,Fort Wayne East Yard,set out,Fort Wayne
NS,38N-##,1647,Bellevue Moorman Yard,set out,Bellevue
NS,118-##,1386,Portsmouth,set out,Portsmouth
NS,118-##,1386,Portsmouth,pick up,Williamson
NS,118-##,2088,Williamson,set out,Williamson
NS,118-##,1140,Greensboro Pomona Yard,set out,Selma (350)
NS,119-##,1140,Greensboro Pomona Yard,pick up,Bellevue
NS,36N-##,1887,Decatur Brush/East Yard,set out,Bellevue
NS,16N-##,1279,Chicago Hegewisch,pick up,Conway Auto
NS,178-##,1043,Chattanooga Debutts Yard,set out,Chattanooga
NS,178-##,1043,Chattanooga Debutts Yard,pick up,Bellevue
NS,178-##,1132,Georgetown Delaplain Yard,pick up,Bellevue
NS,15Q-##,1535,Lafayette East Yard,set out,Lafayette
NS,168-##,1808,Emory Gap,set out,Emory Gap
NS,168-##,1056,Danville,pick up,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Pick Up St Louis
NS,168-##,1026,Louisville Youngtown Yard,set out,Gateway Manifest
NS,168-##,1364,E. St. Louis Madison Yard,set out,Gateway
NS,123-##,1532,Lafayette South Yard,set out,Lafayette
NS,123-##,3676,Frankfort NS,pick up,Chattanooga
NS,123-##,1808,Emory Gap,pick up,Chattanooga
NS,126-##,2904,Knoxville Sevier Yard,set out,Enola
NS,126-##,2904,Knoxville Sevier Yard,pick up,Greensboro
NS,126-##,2904,Knoxville Sevier Yard,pick up,Roanoke
NS,127-##,2904,Knoxville Sevier Yard,set out,Birmingham
NS,127-##,2904,Knoxville Sevier Yard,set out,Knoxville
NS,126-##,2904,Knoxville Sevier Yard,set out,Enola
NS,126-##,2904,Knoxville Sevier Yard,pick up,Greensboro
NS,126-##,2904,Knoxville Sevier Yard,pick up,Roanoke
NS,35N-##,1535,Lafayette East Yard,set out,Lafayette
NS,35N-##,1887,Decatur NS Yard,set out,ALS Gateway for 121
NS,35N-##,1887,Decatur NS Yard,set out,Pick Up Granite City
NS,35N-##,1887,Decatur NS Yard,set out,Madison
NS,35N-##,1342,Granite City Smith Yard,set out,Granite City
NS,178-##,1043,Chattanooga Debutts Yard,set out,Elkhart
NS,178-##,1043,Chattanooga Debutts Yard,pick up,Bellevue
NS,178-##,1132,Georgetown Delaplain Yard,pick up,Bellevue
NS,39G-##,1475,Reading Spring St. Yard,pick up,Conway
NS,168-##,1056,Danville,pick up,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Louisville
NS,168-##,1026,Louisville Youngtown Yard,set out,Pick Up St Louis
NS,168-##,1026,Louisville Youngtown Yard,set out,Gateway Manifest
NS,168-##,1364,E. St. Louis Madison Yard,set out,Gateway
NS,123-##,1532,Lafayette South Yard,set out,Lafayette
NS,123-##,3676,Frankfort NS,pick up,Chattanooga
NS,153-##,1274,Charlotte NS,set out,Charlotte
NS,153-##,1274,Charlotte NS,pick up,Birmingham
NS,153-##,1929,Doraville Yard,set out,Doraville
NS,153-##,1929,Doraville Yard,pick up,Birmingham
NS,36N-##,1887,Decatur Brush/East Yard,set out,Bellevue
NS,118-##,1386,Portsmouth,set out,Portsmouth
NS,118-##,1386,Portsmouth,pick up,Charlotte
NS,118-##,1386,Portsmouth,pick up,Greensboro
NS,118-##,1386,Portsmouth,pick up,Williamson
NS,118-##,2088,Williamson,set out,Williamson
NS,118-##,1140,Greensboro Pomona Yard,set out,Selma (350)
NS,118-##,1140,Greensboro Pomona Yard,set out,Greensboro
NS,38N-##,1535,Lafayette East Yard,pick up,Conway
NS,38N-##,1647,Bellevue Moorman Yard,set out,Bellevue
NS,39N-##,1380,Fort Wayne Piqua Yard,set out,Fort Wayne
NS,123-##,1532,Lafayette South Yard,set out,Lafayette
NS,123-##,3676,Frankfort NS,pick up,Chattanooga
NS,123-##,2048,Cincinnati Gest St. Yard,pick up,Chattanooga
NS,333-##,1181,Detroit River Rouge Yard,pick up,Bellevue
NS,309-##,1367,Buffalo Bison Yard,pick up,Elkhart Manifest
NS,309-##,1367,Buffalo Bison Yard,pick up,Toledo AA Auto
NS,309-##,1048,Cleveland Rockport Yard,set out,Toledo AA Auto
NS,334-##,1181,Detroit River Rouge Yard,set out,River Rouge
NS,334-##,1181,Detroit River Rouge Yard,pick up,Oakwood
NS,153-##,1274,Charlotte NS,pick up,Birmingham
